"date","geography","geography code","Rural Urban","Dwelling Type: All categories: Accommodation type; measures: Value","Dwelling Type: Unshared dwelling: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Total; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Semi-detached; measures: Value","Dwelling Type: Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Total; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement; measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits); measures: Value","Dwelling Type: Unshared dwelling: Flat, maisonette or apartment: In commercial building; measures: Value","Dwelling Type: Unshared dwelling: Caravan or other mobile or temporary structure; measures: Value","Dwelling Type: Shared dwelling; measures: Value"
"2011","E00004156","E00004156","Total",126,107,0,0,0,0,107,20,87,0,0,19
"2011","E00004162","E00004162","Total",128,101,12,2,8,2,89,20,68,1,0,27
"2011","E00004126","E00004126","Total",144,133,25,2,4,19,108,48,55,5,0,11
"2011","E00004128","E00004128","Total",161,161,27,5,12,10,134,65,69,0,0,0
"2011","E00004129","E00004129","Total",142,138,17,0,1,16,121,73,47,1,0,4
"2011","E00004131","E00004131","Total",119,119,14,2,4,8,105,15,90,0,0,0
"2011","E00004132","E00004132","Total",92,92,10,1,8,1,82,16,66,0,0,0
"2011","E00004137","E00004137","Total",147,138,8,1,6,1,130,15,114,1,0,9
"2011","E00004124","E00004124","Total",100,100,17,1,4,12,83,67,16,0,0,0
"2011","E00004125","E00004125","Total",178,166,10,2,3,5,156,126,29,1,0,12
"2011","E00004127","E00004127","Total",124,124,7,0,2,5,117,83,25,9,0,0
"2011","E00004130","E00004130","Total",128,109,22,1,0,21,87,10,77,0,0,19
"2011","E00004133","E00004133","Total",118,97,22,0,2,20,75,12,63,0,0,21
"2011","E00004135","E00004135","Total",105,105,0,0,0,0,105,95,10,0,0,0
"2011","E00004168","E00004168","Total",109,109,1,0,0,1,108,102,6,0,0,0
"2011","E00004448","E00004448","Total",142,142,52,1,5,46,90,53,37,0,0,0
"2011","E00004450","E00004450","Total",175,173,23,1,3,19,150,47,101,2,0,2
"2011","E00004453","E00004453","Total",144,144,27,2,1,24,117,94,23,0,0,0
"2011","E00004458","E00004458","Total",182,180,81,2,6,73,99,29,69,1,0,2
"2011","E00004462","E00004462","Total",114,111,47,0,5,42,64,11,53,0,0,3
"2011","E00004442","E00004442","Total",109,109,1,0,0,1,108,96,12,0,0,0
"2011","E00004446","E00004446","Total",118,118,13,0,2,11,105,83,22,0,0,0
"2011","E00004455","E00004455","Total",123,123,1,0,0,1,122,120,2,0,0,0
"2011","E00004460","E00004460","Total",100,100,4,2,2,0,96,94,2,0,0,0
"2011","E00004470","E00004470","Total",140,134,13,0,4,9,121,54,61,6,0,6
"2011","E00004465","E00004465","Total",166,166,38,4,3,31,128,115,12,1,0,0
"2011","E00004467","E00004467","Total",133,133,6,1,5,0,127,119,8,0,0,0
"2011","E00004474","E00004474","Total",142,142,88,1,8,79,54,33,13,8,0,0
"2011","E00004475","E00004475","Total",123,123,2,0,1,1,121,121,0,0,0,0
"2011","E00004476","E00004476","Total",134,134,8,0,1,7,126,126,0,0,0,0
"2011","E00004478","E00004478","Total",220,220,14,0,2,12,206,153,41,12,0,0
"2011","E00004459","E00004459","Total",154,154,2,0,2,0,152,151,1,0,0,0
"2011","E00004461","E00004461","Total",131,122,2,1,1,0,120,119,0,1,0,9
"2011","E00004463","E00004463","Total",139,137,1,0,0,1,136,135,1,0,0,2
"2011","E00004464","E00004464","Total",89,87,0,0,0,0,87,87,0,0,0,2
"2011","E00004468","E00004468","Total",143,141,1,0,0,1,140,135,3,2,0,2
"2011","E00004472","E00004472","Total",156,156,20,4,4,12,136,79,48,9,0,0
"2011","E00004466","E00004466","Total",121,121,1,0,1,0,120,118,1,1,0,0
"2011","E00004469","E00004469","Total",122,120,27,1,16,10,93,28,58,7,0,2
"2011","E00004471","E00004471","Total",117,117,10,2,7,1,107,107,0,0,0,0
"2011","E00004473","E00004473","Total",124,124,32,7,22,3,92,66,26,0,0,0
"2011","E00004477","E00004477","Total",163,163,1,1,0,0,162,160,2,0,0,0
"2011","E00004479","E00004479","Total",141,141,2,0,1,1,139,88,50,1,0,0
"2011","E00004282","E00004282","Total",149,139,22,5,12,5,117,25,92,0,0,10
"2011","E00004284","E00004284","Total",128,121,9,2,3,4,112,25,83,4,0,7
"2011","E00004286","E00004286","Total",158,131,4,1,2,1,127,68,59,0,0,27
"2011","E00004287","E00004287","Total",111,111,1,0,1,0,110,105,5,0,0,0
"2011","E00004289","E00004289","Total",129,110,10,1,7,2,100,15,85,0,0,19
"2011","E00004290","E00004290","Total",164,146,14,7,5,2,132,79,53,0,0,18
"2011","E00004283","E00004283","Total",137,135,53,0,5,48,82,47,35,0,0,2
"2011","E00004288","E00004288","Total",166,164,31,0,16,15,133,44,89,0,0,2
"2011","E00004291","E00004291","Total",138,138,75,4,11,60,62,61,1,0,1,0
"2011","E00004292","E00004292","Total",121,116,9,2,2,5,107,105,1,1,0,5
"2011","E00004293","E00004293","Total",119,119,24,2,3,19,95,34,61,0,0,0
"2011","E00004294","E00004294","Total",119,119,9,0,0,9,110,37,66,7,0,0
"2011","E00004604","E00004604","Total",136,131,12,3,0,9,119,80,28,11,0,5
"2011","E00004605","E00004605","Total",113,113,1,0,0,1,112,104,8,0,0,0
"2011","E00004612","E00004612","Total",142,137,10,3,2,5,127,107,7,13,0,5
"2011","E00004613","E00004613","Total",125,122,10,0,5,5,112,100,7,5,0,3
"2011","E00004614","E00004614","Total",224,224,19,2,1,16,205,117,75,13,0,0
"2011","E00004621","E00004621","Total",133,123,16,0,5,11,107,52,55,0,0,10
"2011","E00004615","E00004615","Total",102,100,22,2,2,18,78,8,69,1,0,2
"2011","E00004616","E00004616","Total",133,133,19,1,2,16,114,13,100,1,0,0
"2011","E00004617","E00004617","Total",114,101,8,1,2,5,93,15,78,0,0,13
"2011","E00004618","E00004618","Total",125,125,17,0,3,14,108,15,93,0,0,0
"2011","E00004619","E00004619","Total",123,123,6,1,0,5,117,70,45,2,0,0
"2011","E00004620","E00004620","Total",141,129,7,2,0,5,122,22,100,0,0,12
"2011","E00004622","E00004622","Total",209,199,9,0,3,6,190,131,59,0,0,10
"2011","E00004833","E00004833","Total",156,141,18,1,4,13,123,15,108,0,0,15
"2011","E00004834","E00004834","Total",185,181,28,1,2,25,153,23,130,0,0,4
"2011","E00004836","E00004836","Total",171,165,11,0,0,11,154,77,70,7,0,6
"2011","E00004838","E00004838","Total",131,128,19,2,3,14,109,20,89,0,0,3
"2011","E00004839","E00004839","Total",178,167,14,1,3,10,153,49,104,0,0,11
"2011","E00004134","E00004134","Total",100,100,16,0,11,5,84,84,0,0,0,0
"2011","E00004136","E00004136","Total",110,107,9,0,7,2,98,16,80,2,0,3
"2011","E00004138","E00004138","Total",142,106,0,0,0,0,106,64,42,0,0,36
"2011","E00004139","E00004139","Total",140,100,1,0,0,1,94,83,0,11,5,40
"2011","E00004144","E00004144","Total",102,102,4,0,2,2,98,93,5,0,0,0
"2011","E00004146","E00004146","Total",126,120,18,0,2,16,102,11,91,0,0,6
"2011","E00004147","E00004147","Total",126,123,23,3,8,12,100,64,33,3,0,3
"2011","E00004148","E00004148","Total",106,106,14,3,7,4,92,56,36,0,0,0
"2011","E00004149","E00004149","Total",149,144,28,2,9,17,116,49,59,8,0,5
"2011","E00004151","E00004151","Total",148,148,12,0,0,12,136,17,95,24,0,0
"2011","E00004153","E00004153","Total",108,108,8,4,1,3,100,27,67,6,0,0
"2011","E00004158","E00004158","Total",124,124,4,1,0,3,120,87,33,0,0,0
"2011","E00004161","E00004161","Total",96,96,44,0,5,39,52,51,1,0,0,0
"2011","E00004157","E00004157","Total",94,79,38,2,8,28,41,5,36,0,0,15
"2011","E00004159","E00004159","Total",160,154,3,0,0,3,151,149,1,1,0,6
"2011","E00004160","E00004160","Total",103,103,1,1,0,0,102,98,2,2,0,0
"2011","E00004164","E00004164","Total",160,155,2,0,2,0,153,152,1,0,0,5
"2011","E00004167","E00004167","Total",99,99,94,3,15,76,5,3,1,1,0,0
"2011","E00004122","E00004122","Total",103,103,43,0,13,30,60,29,31,0,0,0
"2011","E00004123","E00004123","Total",108,108,78,2,17,59,30,25,3,2,0,0
"2011","E00004163","E00004163","Total",163,163,36,5,6,25,126,65,61,0,1,0
"2011","E00004165","E00004165","Total",146,144,3,1,1,1,141,139,1,1,0,2
"2011","E00004166","E00004166","Total",157,149,0,0,0,0,149,149,0,0,0,8
"2011","E00004249","E00004249","Total",114,114,23,0,14,9,91,8,82,1,0,0
"2011","E00004252","E00004252","Total",115,110,33,0,15,18,77,9,68,0,0,5
"2011","E00004255","E00004255","Total",128,121,37,2,7,28,83,30,53,0,1,7
"2011","E00004258","E00004258","Total",111,111,36,0,5,31,75,7,65,3,0,0
"2011","E00004279","E00004279","Total",134,130,19,4,3,12,111,40,70,1,0,4
"2011","E00004281","E00004281","Total",115,115,19,3,6,10,96,9,87,0,0,0
"2011","E00004246","E00004246","Total",121,117,28,5,8,15,89,23,65,1,0,4
"2011","E00004250","E00004250","Total",127,127,41,1,16,24,86,14,72,0,0,0
"2011","E00004251","E00004251","Total",95,95,44,4,18,22,51,11,40,0,0,0
"2011","E00004280","E00004280","Total",108,106,39,2,18,19,67,24,40,3,0,2
"2011","E00004253","E00004253","Total",132,129,11,0,7,4,117,83,30,4,1,3
"2011","E00004256","E00004256","Total",149,149,14,1,7,6,135,128,6,1,0,0
"2011","E00004259","E00004259","Total",104,104,4,0,3,1,100,99,1,0,0,0
"2011","E00004261","E00004261","Total",114,110,3,0,1,2,107,71,34,2,0,4
"2011","E00004264","E00004264","Total",176,169,30,0,4,26,139,72,39,28,0,7
"2011","E00004244","E00004244","Total",100,100,14,2,4,8,86,83,2,1,0,0
"2011","E00004257","E00004257","Total",113,110,26,1,11,14,83,37,43,3,1,3
"2011","E00004260","E00004260","Total",136,136,3,1,1,1,133,126,7,0,0,0
"2011","E00004262","E00004262","Total",114,114,18,4,4,10,96,92,3,1,0,0
"2011","E00004263","E00004263","Total",121,121,34,5,8,21,87,83,4,0,0,0
"2011","E00004270","E00004270","Total",189,179,3,0,1,2,176,104,60,12,0,10
"2011","E00004271","E00004271","Total",142,139,9,1,4,4,130,78,52,0,0,3
"2011","E00004275","E00004275","Total",104,89,13,0,4,9,76,17,59,0,0,15
"2011","E00004277","E00004277","Total",135,124,16,1,4,11,108,11,97,0,0,11
"2011","E00004278","E00004278","Total",102,102,8,2,3,3,94,32,62,0,0,0
"2011","E00174656","E00174656","Total",115,115,29,0,4,25,86,72,13,1,0,0
"2011","E00174657","E00174657","Total",100,100,26,1,3,22,74,71,3,0,0,0
"2011","E00174658","E00174658","Total",80,73,30,0,5,25,43,9,34,0,0,7
"2011","E00004776","E00004776","Total",138,138,14,1,1,12,124,26,93,5,0,0
"2011","E00004798","E00004798","Total",111,106,5,2,1,2,101,9,92,0,0,5
"2011","E00004799","E00004799","Total",142,137,8,2,0,6,129,33,96,0,0,5
"2011","E00004801","E00004801","Total",133,129,7,0,2,5,122,34,88,0,0,4
"2011","E00004802","E00004802","Total",108,100,9,0,1,8,91,22,69,0,0,8
"2011","E00004804","E00004804","Total",113,98,7,2,4,1,91,24,67,0,0,15
"2011","E00004785","E00004785","Total",123,119,3,0,0,3,116,112,4,0,0,4
"2011","E00004787","E00004787","Total",145,139,8,2,6,0,131,45,86,0,0,6
"2011","E00004791","E00004791","Total",106,106,9,1,2,6,97,45,52,0,0,0
"2011","E00004792","E00004792","Total",117,117,10,2,4,4,107,36,70,1,0,0
"2011","E00004793","E00004793","Total",121,114,10,0,9,1,104,15,89,0,0,7
"2011","E00004795","E00004795","Total",101,101,7,0,0,7,94,42,52,0,0,0
"2011","E00004766","E00004766","Total",121,121,5,4,1,0,116,36,80,0,0,0
"2011","E00004767","E00004767","Total",142,137,15,3,9,3,122,35,87,0,0,5
"2011","E00004769","E00004769","Total",151,119,11,7,2,2,108,36,72,0,0,32
"2011","E00004774","E00004774","Total",108,108,20,5,4,11,88,86,2,0,0,0
"2011","E00004803","E00004803","Total",82,82,3,0,3,0,79,31,48,0,0,0
"2011","E00004812","E00004812","Total",160,160,6,3,1,2,154,96,58,0,0,0
"2011","E00004768","E00004768","Total",99,99,9,2,3,4,90,12,78,0,0,0
"2011","E00004770","E00004770","Total",91,91,26,7,10,9,65,16,49,0,0,0
"2011","E00004775","E00004775","Total",113,113,14,1,2,11,99,6,93,0,0,0
"2011","E00004806","E00004806","Total",124,105,7,2,2,3,98,23,75,0,0,19
"2011","E00004810","E00004810","Total",126,126,11,2,7,2,115,6,109,0,0,0
"2011","E00004811","E00004811","Total",122,120,16,3,8,5,104,19,85,0,0,2
"2011","E00004842","E00004842","Total",116,106,21,2,1,18,85,6,77,2,0,10
"2011","E00004843","E00004843","Total",110,110,14,1,3,10,95,18,77,0,1,0
"2011","E00004844","E00004844","Total",139,136,17,1,3,13,119,12,107,0,0,3
"2011","E00004845","E00004845","Total",131,131,13,4,7,2,118,54,64,0,0,0
"2011","E00004846","E00004846","Total",127,124,4,4,0,0,120,61,59,0,0,3
"2011","E00004847","E00004847","Total",137,137,2,2,0,0,135,104,31,0,0,0
"2011","E00004786","E00004786","Total",107,105,8,0,2,6,97,85,8,4,0,2
"2011","E00004788","E00004788","Total",125,115,8,2,3,3,107,40,67,0,0,10
"2011","E00004789","E00004789","Total",87,64,3,0,0,3,61,39,20,2,0,23
"2011","E00004790","E00004790","Total",130,125,14,0,2,12,111,28,83,0,0,5
"2011","E00004796","E00004796","Total",132,123,10,1,1,8,113,17,96,0,0,9
"2011","E00004797","E00004797","Total",143,133,1,1,0,0,132,117,4,11,0,10
"2011","E00004809","E00004809","Total",117,117,67,1,14,52,50,46,3,1,0,0
"2011","E00004777","E00004777","Total",115,115,0,0,0,0,115,113,2,0,0,0
"2011","E00004781","E00004781","Total",134,131,6,0,1,5,125,106,19,0,0,3
"2011","E00004794","E00004794","Total",198,198,67,2,23,42,131,116,10,5,0,0
"2011","E00004805","E00004805","Total",96,93,0,0,0,0,93,92,1,0,0,3
"2011","E00004807","E00004807","Total",109,109,4,1,2,1,105,90,14,1,0,0
"2011","E00004778","E00004778","Total",105,103,11,6,4,1,92,74,18,0,0,2
"2011","E00004779","E00004779","Total",142,142,12,5,4,3,130,127,3,0,0,0
"2011","E00004780","E00004780","Total",124,124,16,6,0,10,108,107,1,0,0,0
"2011","E00004782","E00004782","Total",114,114,31,9,9,13,83,83,0,0,0,0
"2011","E00004808","E00004808","Total",93,93,2,1,0,1,91,90,1,0,0,0
"2011","E00174677","E00174677","Total",160,160,0,0,0,0,160,147,10,3,0,0
"2011","E00174678","E00174678","Total",113,113,9,0,3,6,104,87,4,13,0,0
"2011","E00004771","E00004771","Total",117,117,57,49,2,6,60,11,49,0,0,0
"2011","E00004772","E00004772","Total",124,124,22,6,9,7,102,30,72,0,0,0
"2011","E00004773","E00004773","Total",133,133,15,2,13,0,118,11,107,0,0,0
"2011","E00004783","E00004783","Total",124,124,10,3,3,4,114,111,3,0,0,0
"2011","E00004784","E00004784","Total",121,121,12,1,2,9,109,106,3,0,0,0
"2011","E00004215","E00004215","Total",129,123,33,2,14,17,90,26,64,0,0,6
"2011","E00004218","E00004218","Total",131,131,6,0,5,1,125,102,23,0,0,0
"2011","E00004220","E00004220","Total",87,84,6,2,4,0,78,74,4,0,0,3
"2011","E00004221","E00004221","Total",111,103,21,1,9,11,82,7,75,0,0,8
"2011","E00004222","E00004222","Total",109,104,17,1,1,15,87,15,72,0,0,5
"2011","E00004226","E00004226","Total",119,114,65,0,8,57,49,27,21,1,0,5
"2011","E00004206","E00004206","Total",127,125,31,2,6,23,94,93,1,0,0,2
"2011","E00004208","E00004208","Total",125,125,4,0,2,2,121,113,8,0,0,0
"2011","E00004209","E00004209","Total",113,113,31,1,7,23,82,56,17,9,0,0
"2011","E00004213","E00004213","Total",167,167,43,3,12,28,124,119,4,1,0,0
"2011","E00004214","E00004214","Total",243,236,22,4,4,14,214,210,3,1,0,7
"2011","E00004216","E00004216","Total",146,138,44,0,3,41,94,12,82,0,0,8
"2011","E00004217","E00004217","Total",141,123,9,0,0,9,114,23,86,5,0,18
"2011","E00004224","E00004224","Total",147,143,31,1,5,25,112,16,73,23,0,4
"2011","E00004228","E00004228","Total",107,107,37,0,2,35,70,14,49,7,0,0
"2011","E00004231","E00004231","Total",142,140,54,0,4,50,86,6,80,0,0,2
"2011","E00004233","E00004233","Total",124,122,37,1,4,32,85,34,48,3,0,2
"2011","E00004201","E00004201","Total",144,144,36,7,15,14,108,18,90,0,0,0
"2011","E00004202","E00004202","Total",160,150,2,2,0,0,148,147,1,0,0,10
"2011","E00004227","E00004227","Total",145,134,20,0,2,18,114,35,77,2,0,11
"2011","E00004232","E00004232","Total",132,125,19,0,2,17,106,68,38,0,0,7
"2011","E00004239","E00004239","Total",111,111,21,0,2,19,90,44,44,2,0,0
"2011","E00004242","E00004242","Total",105,81,10,2,3,5,71,41,30,0,0,24
"2011","E00004204","E00004204","Total",149,141,19,3,6,10,122,81,41,0,0,8
"2011","E00004229","E00004229","Total",174,173,7,0,0,7,166,140,24,2,0,1
"2011","E00004234","E00004234","Total",124,120,39,0,3,36,81,6,69,6,0,4
"2011","E00004238","E00004238","Total",126,126,22,0,10,12,104,55,49,0,0,0
"2011","E00004241","E00004241","Total",133,131,54,0,26,28,77,16,61,0,0,2
"2011","E00004243","E00004243","Total",110,104,65,3,9,53,39,4,34,1,0,6
"2011","E00004207","E00004207","Total",128,128,13,4,4,5,115,93,6,16,0,0
"2011","E00004210","E00004210","Total",126,126,7,0,3,4,119,109,10,0,0,0
"2011","E00004211","E00004211","Total",124,122,27,0,8,19,95,45,40,10,0,2
"2011","E00004212","E00004212","Total",134,134,73,1,5,67,61,21,37,3,0,0
"2011","E00004223","E00004223","Total",116,116,19,1,3,15,96,67,28,1,1,0
"2011","E00004219","E00004219","Total",190,175,24,0,3,21,151,89,50,12,0,15
"2011","E00004230","E00004230","Total",130,130,23,2,11,10,107,17,89,1,0,0
"2011","E00004236","E00004236","Total",150,148,38,1,0,37,110,38,71,1,0,2
"2011","E00004237","E00004237","Total",123,121,11,0,2,9,110,41,54,15,0,2
"2011","E00004240","E00004240","Total",136,133,42,5,2,35,91,40,39,12,0,3
"2011","E00004732","E00004732","Total",124,124,6,0,2,4,118,116,2,0,0,0
"2011","E00004733","E00004733","Total",131,131,13,1,5,7,118,92,26,0,0,0
"2011","E00004735","E00004735","Total",136,136,1,0,0,1,135,133,2,0,0,0
"2011","E00004736","E00004736","Total",130,130,11,2,4,5,119,102,17,0,0,0
"2011","E00004738","E00004738","Total",113,113,100,1,10,89,13,10,2,1,0,0
"2011","E00004739","E00004739","Total",131,131,3,0,1,2,128,127,1,0,0,0
"2011","E00004740","E00004740","Total",99,99,47,2,12,33,52,51,1,0,0,0
"2011","E00004741","E00004741","Total",132,130,6,1,0,5,124,85,38,1,0,2
"2011","E00004742","E00004742","Total",185,185,10,0,1,9,175,60,115,0,0,0
"2011","E00004750","E00004750","Total",144,144,1,0,0,1,138,133,3,2,5,0
"2011","E00174649","E00174649","Total",108,108,5,0,3,2,103,100,3,0,0,0
"2011","E00174666","E00174666","Total",80,80,1,0,0,1,79,78,1,0,0,0
"2011","E00174667","E00174667","Total",87,85,29,2,2,25,56,26,30,0,0,2
"2011","E00004743","E00004743","Total",136,136,2,0,1,1,134,130,4,0,0,0
"2011","E00004745","E00004745","Total",127,122,8,1,4,3,114,112,1,1,0,5
"2011","E00004746","E00004746","Total",152,149,1,0,0,1,148,147,1,0,0,3
"2011","E00004747","E00004747","Total",132,129,1,0,1,0,128,125,1,2,0,3
"2011","E00004748","E00004748","Total",151,151,2,0,0,2,149,143,3,3,0,0
"2011","E00004606","E00004606","Total",169,169,20,1,7,12,149,109,28,12,0,0
"2011","E00004608","E00004608","Total",133,133,20,4,10,6,113,88,25,0,0,0
"2011","E00004637","E00004637","Total",121,116,2,0,2,0,114,107,4,3,0,5
"2011","E00004642","E00004642","Total",130,130,3,0,1,2,127,127,0,0,0,0
"2011","E00004644","E00004644","Total",132,130,4,1,2,1,126,118,8,0,0,2
"2011","E00004607","E00004607","Total",132,132,2,1,0,1,130,125,5,0,0,0
"2011","E00004609","E00004609","Total",221,217,5,1,1,3,212,186,19,7,0,4
"2011","E00004610","E00004610","Total",123,123,1,0,0,1,121,116,1,4,1,0
"2011","E00004611","E00004611","Total",157,157,0,0,0,0,157,145,12,0,0,0
"2011","E00004640","E00004640","Total",146,146,4,1,0,3,142,118,18,6,0,0
"2011","E00004643","E00004643","Total",186,170,22,1,13,8,148,60,66,22,0,16
"2011","E00004645","E00004645","Total",111,111,1,0,0,1,110,108,2,0,0,0
"2011","E00004623","E00004623","Total",151,135,12,1,2,9,123,43,80,0,0,16
"2011","E00004624","E00004624","Total",120,118,39,7,13,19,79,48,30,1,0,2
"2011","E00004629","E00004629","Total",117,75,12,2,8,2,63,10,53,0,0,42
"2011","E00004631","E00004631","Total",130,124,38,2,4,32,86,45,41,0,0,6
"2011","E00004634","E00004634","Total",145,143,19,2,7,10,124,20,104,0,0,2
"2011","E00004638","E00004638","Total",158,129,10,0,0,10,119,36,72,11,0,29
"2011","E00004625","E00004625","Total",172,172,11,1,2,8,161,117,44,0,0,0
"2011","E00004626","E00004626","Total",235,205,9,1,3,5,196,185,4,7,0,30
"2011","E00004627","E00004627","Total",98,96,2,0,2,0,94,93,1,0,0,2
"2011","E00004633","E00004633","Total",102,100,27,2,3,22,73,72,1,0,0,2
"2011","E00004641","E00004641","Total",125,125,2,0,1,1,123,123,0,0,0,0
"2011","E00004628","E00004628","Total",91,91,0,0,0,0,91,90,1,0,0,0
"2011","E00004630","E00004630","Total",104,88,13,0,4,9,75,24,51,0,0,16
"2011","E00004632","E00004632","Total",95,95,1,0,0,1,94,90,4,0,0,0
"2011","E00004635","E00004635","Total",125,125,4,3,1,0,121,119,2,0,0,0
"2011","E00004636","E00004636","Total",113,113,2,0,2,0,111,109,2,0,0,0
"2011","E00004639","E00004639","Total",96,96,2,0,1,1,94,75,19,0,0,0
"2011","E00004203","E00004203","Total",164,164,28,2,2,24,136,35,79,22,0,0
"2011","E00004205","E00004205","Total",145,138,60,2,0,58,78,41,30,7,0,7
"2011","E00004225","E00004225","Total",195,193,10,2,1,7,183,76,38,69,0,2
"2011","E00004235","E00004235","Total",163,157,17,2,2,13,139,89,20,30,1,6
"2011","E00004681","E00004681","Total",133,122,22,0,11,11,100,60,39,1,0,11
"2011","E00004687","E00004687","Total",116,116,60,1,7,52,56,50,4,2,0,0
"2011","E00004690","E00004690","Total",109,109,0,0,0,0,109,101,7,1,0,0
"2011","E00004699","E00004699","Total",69,69,4,3,0,1,65,65,0,0,0,0
"2011","E00004701","E00004701","Total",147,147,2,0,1,1,145,124,1,20,0,0
"2011","E00004714","E00004714","Total",141,140,14,0,3,11,126,117,8,1,0,1
"2011","E00004704","E00004704","Total",162,158,26,2,6,18,132,81,28,23,0,4
"2011","E00004706","E00004706","Total",198,184,17,5,1,11,167,73,91,3,0,14
"2011","E00004707","E00004707","Total",228,220,16,0,7,9,204,90,53,61,0,8
"2011","E00004709","E00004709","Total",152,140,33,0,4,29,107,72,33,2,0,12
"2011","E00004710","E00004710","Total",131,123,21,3,4,14,101,55,44,2,1,8
"2011","E00004702","E00004702","Total",125,122,1,0,1,0,121,117,3,1,0,3
"2011","E00004703","E00004703","Total",143,143,27,1,1,25,116,56,58,2,0,0
"2011","E00004705","E00004705","Total",161,159,37,0,3,34,122,22,97,3,0,2
"2011","E00004708","E00004708","Total",118,104,17,0,2,15,87,53,33,1,0,14
"2011","E00004711","E00004711","Total",142,137,24,0,4,20,113,48,65,0,0,5
"2011","E00004712","E00004712","Total",157,157,86,17,31,38,64,47,13,4,7,0
"2011","E00004749","E00004749","Total",178,173,7,1,0,6,166,133,31,2,0,5
"2011","E00004752","E00004752","Total",127,127,49,2,10,37,78,25,52,1,0,0
"2011","E00004753","E00004753","Total",125,121,1,0,1,0,120,119,0,1,0,4
"2011","E00004754","E00004754","Total",134,134,2,0,2,0,132,126,2,4,0,0
"2011","E00004755","E00004755","Total",111,111,0,0,0,0,111,109,1,1,0,0
"2011","E00004723","E00004723","Total",114,112,0,0,0,0,112,111,1,0,0,2
"2011","E00004734","E00004734","Total",109,109,3,2,0,1,104,103,1,0,2,0
"2011","E00004744","E00004744","Total",126,126,12,3,2,7,114,114,0,0,0,0
"2011","E00004751","E00004751","Total",147,147,30,2,10,18,117,98,19,0,0,0
"2011","E00004763","E00004763","Total",110,107,1,0,1,0,106,106,0,0,0,3
"2011","E00004765","E00004765","Total",102,97,0,0,0,0,97,94,0,3,0,5
"2011","E00004725","E00004725","Total",126,126,2,0,0,2,124,123,1,0,0,0
"2011","E00004756","E00004756","Total",112,112,4,1,0,3,108,87,19,2,0,0
"2011","E00004757","E00004757","Total",116,116,2,1,1,0,114,112,2,0,0,0
"2011","E00004758","E00004758","Total",80,75,1,1,0,0,74,73,0,1,0,5
"2011","E00004759","E00004759","Total",104,101,1,1,0,0,100,100,0,0,0,3
"2011","E00004760","E00004760","Total",104,104,2,1,1,0,102,101,1,0,0,0
"2011","E00004726","E00004726","Total",117,114,3,0,3,0,111,109,0,2,0,3
"2011","E00004729","E00004729","Total",101,101,3,2,1,0,98,96,2,0,0,0
"2011","E00004730","E00004730","Total",77,77,8,1,3,4,69,67,1,1,0,0
"2011","E00004761","E00004761","Total",136,136,3,1,1,1,133,131,1,1,0,0
"2011","E00004762","E00004762","Total",133,130,3,2,0,1,127,120,4,3,0,3
"2011","E00004764","E00004764","Total",93,93,1,0,0,1,92,90,2,0,0,0
"2011","E00004724","E00004724","Total",126,118,4,1,1,2,114,85,13,16,0,8
"2011","E00004727","E00004727","Total",125,118,1,1,0,0,116,103,10,3,1,7
"2011","E00004728","E00004728","Total",199,199,0,0,0,0,198,195,3,0,1,0
"2011","E00004731","E00004731","Total",158,158,3,0,1,2,155,123,6,26,0,0
"2011","E00004691","E00004691","Total",151,151,66,2,2,62,85,84,1,0,0,0
"2011","E00004692","E00004692","Total",141,141,17,0,1,16,124,116,2,6,0,0
"2011","E00004693","E00004693","Total",138,138,2,0,0,2,136,107,27,2,0,0
"2011","E00004696","E00004696","Total",126,126,0,0,0,0,126,125,0,1,0,0
